id,t_send,scope,segment,size_bucket,amount_rel,gc,outcome,t_decision
2114,1290,Mirrors,commercial,M,69.3,GC087,,
2115,1290,Windows,commercial,XL,633,GC063,,
2116,1290,Mirrors,commercial,M,69.3,GC063,,
2117,1290,Mirrors,commercial,M,69.3,GC032,0,1309
2118,1293,Service,service,S,0.688,GC056,1,1293
2119,1293,Shower Doors,commercial,L,104,GC087,,
2120,1293,Shower Doors,commercial,L,104,GC063,,
2121,1293,Shower Doors,commercial,L,104,GC032,0,1309
2122,1294,Windows,single_family,L,121,GC013,0,1310
2123,1294,Windows,single_family,M,34.2,GC091,,
2124,1294,Windows,single_family,S,6.07,GC167,,
2125,1294,Storefront,commercial,M,49.6,GC167,,
2126,1294,Windows,material_only,S,2.51,GC167,0,1309
2127,1295,Windows,commercial,L,158,GC087,,
2128,1296,Windows,commercial,XL,389,GC222,,
2129,1296,Mirrors,commercial,M,27.9,GC222,,
2130,1296,Windows,single_family,S,5.1,GC173,,
2131,1296,Storefront,commercial,L,313,GC055,0,1301
2132,1296,Storefront,commercial,L,313,GC213,0,1301
2133,1300,Mirrors,material_only,S,4.66,GC106,1,1300
2134,1300,Windows,single_family,S,2.96,GC114,0,1314
2135,1301,Windows,single_family,S,12.8,GC019,,
2136,1301,Shower Doors,commercial,S,0.802,GC046,,
2137,1301,Windows,commercial,L,192,GC046,,
2138,1301,Mirrors,commercial,S,0.0943,GC046,,
2139,1301,Storefront,commercial,M,42.5,GC039,,
2140,1301,Mirrors,commercial,S,1.71,GC109,,
2141,1301,Windows,commercial,M,20.3,GC109,,
2142,1302,Storefront,commercial,L,82.5,GC086,,
2143,1302,Storefront,commercial,L,82.5,GC131,,
2144,1303,Windows,commercial,XL,395,GC208,,
2145,1303,Windows,commercial,XL,524,GC057,,
2146,1303,Windows,commercial,L,192,GC072,,
2147,1303,Shower Doors,commercial,M,60.9,GC014,0,1311
2148,1303,Windows,single_family,S,9.05,GC181,,
2149,1304,Windows,single_family,S,4.55,GC043,,
2150,1307,Shower Doors,single_family,S,2.32,GC056,,
2151,1307,Mirrors,commercial,S,1.06,GC192,,
2152,1307,Windows,commercial,M,63.7,GC169,,
2153,1307,Mirrors,commercial,S,3.13,GC169,,
2154,1307,Windows,commercial,M,63.7,GC014,,
2155,1307,Mirrors,commercial,S,3.13,GC014,,
2156,1307,Windows,commercial,M,63.7,GC084,,
2157,1307,Mirrors,commercial,S,3.13,GC084,,
2158,1307,Windows,single_family,M,19.2,GC122,,
2159,1307,Windows,single_family,S,4.44,GC129,,
2160,1307,Windows,single_family,S,7.05,GC129,,
2161,1307,Windows,single_family,S,14.7,GC129,,
2162,1308,Windows,single_family,S,5.51,GC191,,
2163,1308,Windows,commercial,XL,733,GC084,,
2164,1308,Windows,single_family,S,11,GC129,,
2165,1308,Windows,commercial,XL,733,GC078,,
2166,1308,Windows,commercial,XL,733,GC131,,
2167,1309,Shower Doors,single_family,S,0.793,GC047,,
2168,1309,Windows,commercial,M,46,GC063,,
2169,1309,Windows,commercial,M,19.5,GC160,,
2170,1309,Windows,commercial,S,16.6,GC078,,
2171,1309,Windows,commercial,S,16.6,GC131,,
2172,1310,Windows,single_family,S,1.56,GC030,,
2173,1310,Storefront,commercial,S,11.6,GC218,,
2174,1310,Windows,single_family,S,9.05,GC028,,
2175,1310,Windows,single_family,S,2.73,GC091,,
2176,1310,Shower Doors,single_family,S,1.12,GC091,,
2177,1310,Storefront,commercial,L,143,GC222,,
2178,1310,Windows,material_only,S,0.985,GC167,,
2179,1310,Windows,single_family,S,1.5,GC156,1,1314
2180,1310,Storefront,commercial,M,72.5,GC214,,
2181,1310,Windows,single_family,S,5.37,GC045,,
2182,1311,Windows,commercial,XL,1540,GC143,,
2183,1311,Windows,commercial,L,120,GC038,,
2184,1311,Windows,single_family,S,16.6,GC149,,
2185,1311,Storefront,commercial,L,80.7,GC214,,
2186,1314,Mirrors,commercial,S,6.89,GC143,,
2187,1314,Windows,commercial,L,135,GC143,,
2188,1314,Windows,commercial,S,12.7,GC043,,
2189,1314,Shower Doors,commercial,S,4.84,GC043,,
2190,1314,Mirrors,commercial,S,2.4,GC043,,
2191,1314,Mirrors,commercial,S,6.89,GC084,,
2192,1314,Windows,commercial,L,135,GC084,,
2193,1314,Mirrors,commercial,S,6.89,GC109,,
2194,1314,Windows,commercial,L,135,GC109,,
